0.470,0.094
0.469,0.033
0.958,0.578
0.593,0.139
0.417,0.679
0.481,0.040
0.138,0.738
1.017,0.527
0.298,0.515
0.473,0.702
0.923,0.474
0.392,0.713
0.443,0.785
0.445,0.685
0.987,0.524
0.925,0.509
0.492,0.162
1.018,0.549
0.158,0.768
0.090,0.766
0.315,0.519
0.515,0.670
0.460,0.062
0.136,0.856
0.104,0.773
0.090,0.782
0.003,0.767
1.004,0.438
0.430,0.752
0.471,0.763
0.067,0.770
0.328,0.752
0.210,0.445
0.438,0.784
0.442,0.723
0.406,0.714
0.217,0.609
0.500,0.039
0.029,0.791
0.503,0.111
1.010,0.555
0.474,0.760
0.045,0.811
0.475,0.695
0.992,0.583
0.262,0.545
0.413,0.796
0.122,0.809
0.448,0.752
0.013,0.757
1.009,0.587
0.991,0.580
0.273,0.533
0.455,0.749
0.160,0.794
0.464,0.751
0.396,0.690
0.064,0.806
0.984,0.591
0.496,0.732
0.127,0.795
0.408,0.712
0.990,0.502
0.425,0.691
0.083,0.791
0.246,0.501
0.972,0.522
0.075,0.797
0.254,0.470
1.005,0.563
0.367,0.778
0.427,0.795
0.105,0.820
0.466,0.028
0.465,0.757
0.558,0.083
0.946,0.503
0.583,0.096
0.247,0.494
0.490,0.777
1.017,0.471
0.485,0.028
0.420,0.727
0.521,0.040
0.444,0.687
0.512,0.130
0.390,0.690
0.409,0.745
0.398,0.722
0.497,0.127
0.969,0.520
0.488,0.695
0.979,0.481
1.047,0.531
0.473,0.044
0.041,0.785
0.287,0.544
0.323,0.494
0.133,0.794
0.316,0.436
0.558,0.095
0.155,0.858
0.072,0.826
0.487,0.724
0.994,0.515
0.424,0.710
0.065,0.859
0.092,0.837
0.222,0.488
0.508,0.035
0.123,0.810
0.977,0.585
1.014,0.571
0.288,0.555
0.497,0.074
0.049,0.780
0.514,0.694
0.229,0.488
0.067,0.863
0.217,0.477
1.024,0.598
0.235,0.524
0.955,0.579
0.279,0.532
0.623,0.030
0.269,0.489
0.466,0.126
0.433,0.696
0.431,0.710
0.490,0.120
0.112,0.745
1.013,0.511
0.460,0.085
0.099,0.780
0.067,0.739
0.525,0.030
0.912,0.550
0.524,0.051
0.939,0.586
0.079,0.865
0.249,0.450
0.054,0.740
0.468,0.771
0.504,0.074
1.006,0.582
0.419,0.678
0.475,0.711
0.055,0.825
0.467,0.116
0.968,0.488
0.488,0.072
0.473,0.013
0.447,0.728
0.279,0.543
0.056,0.734
0.550,0.076
0.189,0.519
0.278,0.511
0.098,0.820
0.450,0.747
0.468,0.106
0.481,0.057
0.063,0.809
0.237,0.493
1.013,0.572
0.538,0.085
0.435,0.067
0.396,0.737
1.005,0.541
0.249,0.540
0.458,0.747
0.282,0.513
0.077,0.758
0.255,0.503
0.546,0.058
0.066,0.856
0.102,0.806
0.464,0.044
0.441,0.127
0.521,0.047
0.256,0.468
0.260,0.454
0.222,0.518
0.399,0.717
0.082,0.788
0.442,0.751
0.498,0.744
1.010,0.505
0.303,0.505
0.469,0.075
0.975,0.586
0.251,0.487
0.446,0.699
0.453,0.745
0.111,0.761
0.148,0.740
0.322,0.510
0.282,0.498
1.000,0.553
0.373,0.695
0.971,0.517
0.059,0.710
0.485,0.107
0.170,0.531
0.226,0.491
0.278,0.482
0.489,0.086
0.249,0.410
0.466,0.696
0.482,0.044
0.268,0.477
0.436,0.767
0.982,0.510
0.261,0.519
0.291,0.518
0.418,0.755
0.952,0.553
0.089,0.776
0.441,0.099
0.985,0.588
0.451,0.654
1.033,0.579
0.989,0.523
0.429,0.724
0.237,0.520
0.464,0.712
0.267,0.506
1.007,0.482
0.535,0.147
0.926,0.577
0.491,0.688
0.275,0.447
0.424,0.747
0.506,0.695
0.032,0.785
0.432,0.062
0.270,0.445
0.977,0.589
0.059,0.711
0.020,0.720
0.531,0.111
0.419,0.741
0.492,0.071
0.124,0.783
0.476,0.108
0.488,0.690
0.234,0.500
0.515,0.135
1.020,0.541
0.993,0.503
0.352,0.532
0.967,0.523
0.226,0.466
0.420,0.705
0.469,0.074
0.320,0.498
0.899,0.536
0.535,0.052
0.231,0.436
0.144,0.780
0.068,0.772
0.349,0.514
0.100,0.744
0.485,0.108
0.056,0.820
0.363,0.752
0.444,0.105
0.981,0.515
0.995,0.465
1.003,0.493
0.447,0.767
0.299,0.501
1.015,0.525
0.991,0.549
0.014,0.779
0.136,0.807
0.055,0.752
0.461,0.081
0.526,0.100
0.158,0.821
0.065,0.675
0.145,0.807
0.477,0.698
0.501,0.061
0.103,0.806
0.495,0.091
0.108,0.806
0.105,0.810
0.401,0.772
0.595,0.059
0.870,0.601
0.228,0.478
0.409,0.767
0.143,0.830
0.509,0.076
0.445,0.799
0.123,0.768
0.123,0.829
0.960,0.511
0.074,0.771
0.341,0.622
0.038,0.769
0.411,0.750
0.027,0.831
0.281,0.513
0.270,0.439
0.528,0.085
0.050,0.705
0.030,0.798
0.964,0.541
0.451,0.793
0.432,0.680
0.888,0.519
0.107,0.825
0.481,0.020
0.507,0.113
0.465,0.746
0.944,0.500
0.264,0.555
0.228,0.495
1.013,0.509
0.331,0.493
0.990,0.548
0.535,0.098
0.091,0.758
1.058,0.446
0.285,0.489
0.989,0.539
0.523,0.137
0.508,0.110
0.053,0.827
0.091,0.777
0.946,0.563
0.541,0.087
0.075,0.778
0.438,0.085
0.547,0.049
0.291,0.474
0.502,0.716
0.053,0.765
0.085,0.725
0.075,0.850
0.199,0.488
0.171,0.470
0.281,0.484
0.220,0.578
0.986,0.514
0.465,0.126
0.518,0.694
0.243,0.478
0.087,0.808
0.261,0.520
0.493,0.009
0.093,0.850
0.457,0.067
0.428,0.780
0.235,0.525
0.427,0.739
0.989,0.551
0.894,0.526
0.478,0.728
0.089,0.815
0.412,0.778
0.981,0.508
1.012,0.591
0.055,0.762
0.264,0.616
0.075,0.792
0.305,0.478
0.251,0.462
0.430,0.743
0.412,0.727
0.243,0.499
0.560,0.063
0.968,0.556
0.406,0.785
0.223,0.479
0.449,0.739
0.249,0.515
0.316,0.513
0.381,0.733
0.976,0.595
0.996,0.533
0.420,0.722
0.296,0.486
0.304,0.558
0.267,0.570
0.945,0.523
0.271,0.518
0.091,0.817
0.532,0.059
0.960,0.515
0.461,0.698
0.504,0.080
0.398,0.747
0.043,0.772
0.204,0.542
0.887,0.518
0.465,0.631
0.394,0.740
0.424,0.732
0.241,0.530
0.384,0.829
1.021,0.557
0.326,0.500
0.495,0.701
0.542,0.060
0.406,0.760
0.009,0.761
0.309,0.533
0.001,0.828
0.175,0.821
0.969,0.567
0.466,0.062
0.538,0.750
0.923,0.566
1.019,0.542
0.482,0.005
0.334,0.490
0.244,0.493
0.506,0.061
0.166,0.841
0.531,0.045
0.240,0.489
0.201,0.458
0.287,0.528
0.457,0.065
0.560,0.104
0.479,0.082
0.436,0.102
0.476,0.045
1.004,0.537
0.082,0.772
0.950,0.523
0.348,0.432
0.294,0.503
1.019,0.578
0.047,0.748
0.937,0.549
0.453,0.766
0.930,0.519
1.002,0.630
0.442,0.747
0.273,0.493
0.123,0.778
0.978,0.537
0.916,0.584
0.555,0.114
0.974,0.536
0.306,0.568
0.465,0.076
0.941,0.575
0.247,0.455
0.474,0.129
0.346,0.430
0.527,0.044
0.342,0.520
0.962,0.601
0.076,0.856
0.380,0.721
0.069,0.821
0.994,0.525
1.007,0.457
0.209,0.540
0.015,0.818
0.467,0.031
0.068,0.795
0.067,0.786
0.994,0.550
0.343,0.531
0.426,0.748
0.437,0.721
0.315,0.455
0.490,0.142
0.950,0.528
0.099,0.694
0.422,0.773
0.503,0.077
0.499,0.073
0.043,0.784
0.395,0.741
0.007,0.799
0.262,0.459
0.327,0.429
0.215,0.396
0.047,0.783
0.935,0.504
0.226,0.464
0.963,0.562
0.490,0.754
0.993,0.492
0.447,0.817
0.462,0.666
0.522,0.003
0.409,0.687
0.087,0.699
0.456,0.698
0.457,0.762
0.234,0.526
0.461,0.726
0.302,0.542
0.266,0.533
0.469,0.741
0.247,0.490
0.237,0.491
0.983,0.529
0.072,0.803
0.065,0.710
0.551,0.128
0.020,0.799
0.305,0.473
0.249,0.482
1.051,0.572
1.026,0.530
0.271,0.582
0.249,0.525
0.449,0.721
0.097,0.802
1.018,0.584
0.413,0.670
0.978,0.510
1.020,0.507
0.380,0.734
0.987,0.577
0.981,0.571
0.300,0.467
0.261,0.497
1.020,0.549
0.308,0.452
0.370,0.433
0.422,0.674
0.343,0.540
0.261,0.540
0.427,0.744
0.053,0.844
0.994,0.541
0.057,0.740
0.067,0.794
0.040,0.811
0.032,0.809
0.516,0.095
0.904,0.538
0.287,0.510
0.284,0.574
1.009,0.551
0.958,0.560
0.523,0.014
0.222,0.554
0.279,0.513
0.270,0.492
0.080,0.813
0.286,0.523
0.090,0.736
0.386,0.709
0.527,0.126
0.493,0.041
0.489,0.652
0.000,0.781
0.237,0.489
0.083,0.730
0.961,0.493
0.928,0.524
0.184,0.504
0.558,0.127
0.185,0.526
0.091,0.835
0.427,0.064
0.485,0.692
0.028,0.710
0.972,0.551
0.593,0.075
0.515,0.740
0.967,0.505
0.285,0.463
0.089,0.811
0.920,0.514
0.978,0.534
0.950,0.496
0.270,0.471
0.530,0.053
0.108,0.775
0.483,0.050
0.515,0.050
0.455,0.722
0.516,0.745
0.091,0.821
0.069,0.760
0.268,0.505
1.052,0.537
0.483,0.113
0.318,0.448
0.979,0.461
0.071,0.840
0.939,0.555
1.023,0.489
0.328,0.486
0.078,0.721
0.462,0.080
0.122,0.819
0.036,0.801
0.471,0.780
0.105,0.820
0.276,0.474
1.016,0.583
0.306,0.495
0.232,0.472
0.047,0.783
0.002,0.724
1.024,0.546
0.474,0.715
0.956,0.550
0.494,0.012
0.385,0.772
0.039,0.807
0.433,0.709
0.996,0.589
0.979,0.481
0.514,0.159
0.998,0.569
0.033,0.810
0.540,0.044
0.902,0.557
0.522,0.071
0.015,0.812
0.486,0.081
0.458,0.697
0.288,0.462
0.273,0.530
0.505,0.109
0.071,0.727
0.471,0.710
0.445,0.032
0.037,0.760
0.966,0.563
0.185,0.835
0.445,0.736
0.405,0.720
0.114,0.767
0.492,0.010
0.414,0.759
0.968,0.547
0.069,0.783
0.402,0.758
0.093,0.754
1.002,0.574
0.331,0.513
0.958,0.587
0.547,0.693
0.336,0.504
0.966,0.535
0.535,0.136
0.941,0.494
0.556,0.009
0.150,0.828
0.324,0.502
0.489,0.108
0.136,0.855
0.944,0.512
0.007,0.708
0.323,0.519
0.194,0.510
0.418,0.742
0.427,0.731
0.018,0.755
0.943,0.536
0.305,0.479
0.416,0.686
0.477,0.707
0.521,0.039
0.061,0.782
0.016,0.737
0.073,0.811
1.081,0.522
0.961,0.545
0.517,0.065
0.076,0.806
0.036,0.877
0.096,0.789
0.535,0.064
0.958,0.554
0.282,0.499
0.098,0.738
0.494,0.042
0.258,0.590
0.025,0.744
0.121,0.775
0.470,0.049
0.484,0.806
0.423,0.068
1.035,0.484
0.247,0.507
0.531,0.074
0.914,0.505
0.483,0.741
0.311,0.570
0.474,0.696
0.216,0.479
0.237,0.435
0.524,0.090
0.243,0.522
0.532,0.048
0.363,0.675
0.273,0.498
0.506,0.088
0.476,0.069
0.064,0.797
1.050,0.519
0.479,0.762
0.045,0.817
0.467,0.035
0.248,0.491
0.973,0.501
0.503,0.033
0.223,0.535
0.022,0.793
0.462,0.818
0.253,0.473
0.304,0.500
0.576,0.148
0.255,0.536
0.298,0.500
0.998,0.581
1.004,0.601
1.039,0.549
1.015,0.559
0.992,0.503
0.078,0.777
0.933,0.543
0.089,0.768
0.029,0.755
0.488,0.083
0.044,0.780
0.016,0.833
0.625,0.036
0.306,0.560
0.226,0.497
0.992,0.591
0.451,0.014
0.988,0.580
0.095,0.820
0.013,0.750
0.497,0.065
0.512,0.035
0.946,0.558
0.961,0.592
0.576,0.099
0.542,0.109
0.471,0.050
0.430,0.653
0.461,0.747
0.132,0.812
0.979,0.519
0.449,0.147
0.976,0.507
0.035,0.766
0.517,0.081
0.940,0.555
0.996,0.506
0.265,0.539
0.008,0.643
0.990,0.541
0.438,0.739
0.412,0.741
0.943,0.565
0.405,0.713
1.013,0.543
0.455,0.153
0.579,0.750
0.285,0.514
0.487,0.681
0.431,0.725
0.480,0.650
0.533,0.055
0.508,0.636
0.974,0.557
0.953,0.575
0.300,0.514
0.297,0.532
0.258,0.459
0.028,0.816
0.340,0.458
0.447,0.063
0.964,0.552
0.090,0.795
0.287,0.484
0.075,0.786
1.011,0.540
0.073,0.836
0.179,0.491
0.106,0.823
0.309,0.557
0.921,0.523
0.049,0.849
0.281,0.497
0.353,0.719
0.537,0.065
1.021,0.567
0.240,0.549
0.440,0.687
0.934,0.505
0.222,0.523
0.398,0.689
0.925,0.632
0.448,0.771
0.950,0.551
0.454,0.758
0.937,0.538
0.022,0.705
0.983,0.521
0.097,0.756
0.553,0.104
0.525,0.772
0.502,0.089
0.920,0.482
0.227,0.493
0.314,0.549
0.356,0.685
0.958,0.515
0.339,0.527
0.961,0.519
0.450,0.056
0.115,0.785
0.294,0.510
1.029,0.541
0.313,0.508
0.497,0.048
0.383,0.729
0.962,0.522
0.241,0.465
0.465,0.071
0.940,0.442
0.987,0.487
0.975,0.585
0.992,0.642
0.488,0.018
0.440,0.754
0.480,0.741
0.103,0.764
0.980,0.531
0.139,0.824
0.085,0.701
0.262,0.552
0.549,0.035
0.107,0.792
0.243,0.549
0.251,0.534
0.447,0.826
0.512,0.072
0.273,0.422
0.258,0.469
0.506,0.069
0.016,0.785
0.231,0.543
0.973,0.564
0.442,0.792
0.104,0.771
0.271,0.479
0.937,0.501
0.543,0.141
0.083,0.790
0.117,0.798
0.283,0.539
0.969,0.552
0.451,0.675
0.446,0.015
0.096,0.794
0.172,0.729
0.309,0.527
0.088,0.825
0.953,0.597
0.313,0.513
0.951,0.478
0.243,0.504
0.426,0.732
0.316,0.454
0.088,0.753
0.037,0.748
0.470,0.024
0.032,0.720
0.449,0.178
0.942,0.579
0.430,0.088
0.076,0.723
0.488,0.042
1.032,0.575
1.039,0.580
1.010,0.519
0.257,0.475
0.989,0.525
0.524,0.695
0.042,0.752
0.982,0.502
0.436,0.766
1.005,0.533
0.229,0.496
0.530,0.076
0.395,0.785
0.465,0.726
0.552,0.133
0.990,0.692
1.004,0.603
0.433,0.842
0.310,0.563
0.473,0.165
0.584,0.084
0.193,0.552
0.450,0.773
0.496,0.140
0.427,0.678
1.087,0.490
0.917,0.514
0.954,0.493
0.485,0.076
0.056,0.736
0.281,0.468
0.468,0.093
0.479,0.791
0.442,0.087
0.114,0.768
0.271,0.529
0.924,0.575
0.432,0.713
0.110,0.786
0.004,0.792
0.068,0.741
0.415,0.741
0.566,0.042
0.560,0.161
0.535,0.030
0.472,0.701
0.529,0.086
0.515,0.008
1.093,0.510
1.044,0.570
0.116,0.732
1.014,0.588
0.424,0.788
0.973,0.512
0.410,0.717
0.070,0.844
0.594,0.035
0.482,0.680
0.314,0.456
0.272,0.497
0.968,0.530
0.475,0.083
0.460,0.772
0.011,0.789
0.217,0.507
0.102,0.838
0.230,0.479
0.005,0.809
0.232,0.539
0.002,0.735
0.424,0.716
0.300,0.482
0.928,0.487
0.443,0.741
0.513,0.116
1.019,0.469
0.929,0.580
0.480,0.064
0.487,0.075
0.040,0.818
0.562,0.177
0.238,0.518
0.475,0.699
0.305,0.495
0.421,0.731
0.890,0.531
0.499,0.170
0.049,0.819
0.068,0.796
1.086,0.493
1.047,0.553
0.533,0.155
1.051,0.565
0.097,0.823
0.985,0.538
0.014,0.819
0.447,0.687
0.074,0.735
1.005,0.604
0.488,0.119
0.588,0.051
0.467,0.114
0.228,0.471
0.996,0.524
0.441,0.735
0.979,0.477
0.527,0.082
0.411,0.673
0.369,0.726
0.485,0.789
0.520,0.092
0.056,0.762
0.030,0.781
0.266,0.506
0.382,0.678
0.568,0.117
0.895,0.468
0.291,0.483
0.541,0.121
0.469,0.693
0.404,0.704
0.263,0.513
0.248,0.489
0.964,0.575
0.519,0.087
0.946,0.604
0.328,0.490
1.018,0.597
0.031,0.816
0.417,0.660
0.076,0.761
0.286,0.420
0.321,0.494
0.533,0.076
0.244,0.450
0.112,0.797
0.529,0.026
0.997,0.578
0.079,0.742
0.035,0.780
0.290,0.549
0.485,0.672
0.265,0.518
0.288,0.447
0.459,0.626
0.208,0.428
0.190,0.534
0.462,0.742
0.485,0.060
0.096,0.780
0.435,0.697
0.970,0.569
0.558,0.085
0.983,0.511
0.524,0.099
0.333,0.489
0.960,0.567
0.393,0.744
0.262,0.557
0.028,0.759
0.596,0.053
0.131,0.801
1.014,0.509
0.278,0.446
0.499,0.100
0.069,0.740
0.429,0.756
0.508,0.715
0.554,0.116
0.536,0.048
0.999,0.480
0.943,0.566
0.405,0.718
0.448,0.712
0.117,0.739
0.261,0.524
0.079,0.807
0.434,0.724
0.989,0.563
0.253,0.534
0.089,0.705
1.050,0.567
0.454,0.739
0.246,0.539
0.062,0.832
0.259,0.550
0.217,0.432
0.454,0.758
0.463,0.069
0.438,0.019
0.302,0.457
0.516,0.042
0.402,0.720
0.309,0.475
0.107,0.759
0.017,0.785
0.141,0.790
0.294,0.472
0.108,0.807
0.108,0.777
0.093,0.722
0.492,0.073
0.280,0.486
0.020,0.756
1.064,0.523
0.275,0.462
0.523,0.024
1.063,0.503
0.437,0.751
1.089,0.507
0.443,0.695
0.935,0.490
0.071,0.774
1.050,0.621
0.533,0.142
0.959,0.552
0.130,0.790
0.960,0.536
0.242,0.510
0.286,0.491
0.086,0.782
0.441,0.744
0.323,0.507
0.285,0.495
0.367,0.773
0.533,0.035
0.941,0.572
0.447,0.778
0.068,0.737
0.022,0.839
0.262,0.497
0.505,0.080
0.344,0.467
0.260,0.523
1.008,0.580
0.024,0.805
0.062,0.775
0.310,0.432
0.084,0.724
0.425,0.741
0.404,0.708
0.241,0.496
0.491,0.103
0.919,0.504
0.483,0.132
0.441,0.711
0.500,0.136
0.461,0.075
0.078,0.769
0.424,0.648
0.443,0.765
0.493,0.742
0.403,0.704
0.525,0.092
1.075,0.451
0.512,0.099
1.040,0.479
0.209,0.490
1.017,0.550
0.935,0.541
0.466,0.087
0.284,0.477
0.977,0.524
0.299,0.588
0.979,0.540
0.329,0.493
0.077,0.719
0.078,0.821
0.467,0.089
0.549,0.078
0.061,0.839
0.423,0.736
0.291,0.520
0.469,0.719
0.120,0.770
0.306,0.507
0.249,0.524
1.008,0.553
0.082,0.846
0.098,0.787
0.962,0.547
0.206,0.466
0.424,0.744
0.315,0.569
0.465,0.738
0.276,0.448
0.979,0.578
0.553,0.032
0.361,0.726
0.075,0.812
0.406,0.743
0.120,0.844
0.048,0.738
0.952,0.484
0.489,0.113
0.076,0.804
0.427,0.750
0.251,0.603
0.395,0.740
0.055,0.691
0.030,0.808
0.101,0.829
0.042,0.778
0.477,0.728
0.426,0.778
1.016,0.500
0.303,0.466
0.412,0.671
0.870,0.526
0.027,0.765
0.074,0.758
0.407,0.089
0.440,0.080
0.556,0.101
0.924,0.489
0.554,0.081
0.114,0.784
0.441,0.708
0.928,0.585
0.317,0.456
0.028,0.765
0.094,0.826
0.971,0.545
0.958,0.585
0.436,0.758
0.465,0.693
0.952,0.567
0.200,0.503
1.002,0.525
0.023,0.737
1.041,0.531
0.517,0.033
0.955,0.509
0.080,0.797
0.329,0.508
0.420,0.033
0.315,0.520
0.987,0.496
0.134,0.825
1.003,0.506
0.252,0.484
0.490,0.771
0.262,0.464
0.082,0.783
0.499,0.687
0.493,0.001
0.544,0.049
0.309,0.505
0.459,0.617
0.024,0.784
0.407,0.771
0.999,0.560
0.256,0.482
0.969,0.532
0.544,0.054
0.075,0.754
0.446,0.698
0.458,0.092
0.989,0.613
0.479,0.692
0.457,0.057
0.061,0.819
0.940,0.499
0.395,0.738
0.546,0.052
0.450,0.673
0.244,0.477
0.102,0.787
0.236,0.484
0.955,0.450
0.557,0.089
0.930,0.545
0.980,0.550
0.285,0.616
0.502,0.059
0.449,0.661
0.257,0.497
0.989,0.557
0.130,0.890
0.438,0.796
0.432,0.807
0.942,0.522
0.265,0.544
0.500,0.743
0.451,0.705
0.401,0.698
0.896,0.479
0.073,0.751
0.935,0.474
0.402,0.701
0.266,0.501
0.040,0.808
0.050,0.823
0.086,0.781
0.383,0.728
0.207,0.520
1.013,0.543
0.427,0.707
0.563,0.140
0.463,0.736
0.066,0.740
0.473,0.088
0.418,0.771
0.976,0.565
0.004,0.779
0.311,0.462
0.048,0.754
0.874,0.615
1.017,0.601
0.996,0.540
1.084,0.550
0.249,0.485
0.283,0.535
0.965,0.525
0.073,0.658
0.446,0.767
0.094,0.776
0.486,0.063
0.339,0.565
0.505,0.051
0.288,0.498
0.330,0.483
0.480,0.688
0.930,0.579
0.284,0.471
0.433,0.802
0.446,0.718
0.302,0.427
1.057,0.556
0.392,0.758
0.287,0.533
0.469,0.115
0.139,0.835
0.269,0.493
0.281,0.526
0.954,0.519
0.494,0.131
0.272,0.502
0.929,0.538
0.976,0.532
0.294,0.505
0.430,0.727
1.022,0.535
0.306,0.506
0.089,0.822
0.048,0.796
0.576,0.136
0.224,0.489
0.276,0.494
0.328,0.484
0.486,0.734
0.545,0.096
0.416,0.742
0.423,0.748
1.012,0.611
0.336,0.705
0.095,0.819
0.569,0.039
0.471,0.779
0.464,0.072
0.960,0.484
0.402,0.758
0.446,0.771
0.276,0.479
0.227,0.550
0.906,0.507
0.954,0.525
0.138,0.790
0.257,0.479
0.240,0.462
0.033,0.794
0.085,0.786
0.412,0.683
0.459,0.775
1.032,0.579
0.034,0.795
0.065,0.840
0.257,0.475
0.085,0.798
0.132,0.773
0.920,0.471
0.101,0.745
0.496,0.674
0.520,0.073
0.204,0.537
0.511,0.722
0.512,0.039
0.955,0.449
0.133,0.790
0.404,0.739
0.109,0.743
0.397,0.673
0.440,0.846
0.100,0.759
0.427,0.695
0.309,0.516
0.261,0.519
0.539,0.051
0.496,0.037
0.255,0.511
0.525,0.050
0.328,0.492
0.445,0.764
0.070,0.761
0.456,0.043
0.432,0.832
0.241,0.444
0.076,0.779
0.278,0.512
0.306,0.469
0.960,0.551
0.155,0.673
0.969,0.546
0.991,0.499
0.402,0.780
0.311,0.487
0.082,0.783
0.052,0.755
0.991,0.533
0.928,0.496
0.944,0.606
0.493,0.188
0.171,0.766
0.466,0.118
0.232,0.496
0.279,0.468
0.418,0.705
0.285,0.436
1.023,0.616
1.067,0.511
0.478,0.710
0.473,0.152
0.261,0.479
0.479,0.738
0.993,0.570
0.424,0.729
0.036,0.758
0.017,0.758
0.227,0.458
0.425,0.091
0.996,0.538
0.554,0.086
0.471,0.080
0.423,0.075
0.062,0.746
0.296,0.522
0.179,0.511
0.001,0.777
0.929,0.503
1.038,0.591
0.953,0.512
0.966,0.508
0.494,0.736
0.477,0.660
0.429,0.062
0.946,0.579
1.008,0.527
0.197,0.574
0.093,0.797
0.478,0.040
0.479,0.076
0.479,0.010
1.058,0.566
0.453,0.098
1.035,0.436
0.221,0.456
0.063,0.845
0.315,0.527
0.095,0.769
0.453,0.070
0.508,0.127
0.067,0.734
1.003,0.528
0.031,0.779
0.519,0.060
0.566,0.062
0.409,0.680
0.963,0.518
0.022,0.829
1.014,0.543
0.528,0.036
0.480,0.050
1.033,0.587
0.069,0.809
0.372,0.752
0.063,0.836
1.002,0.592
0.533,0.076
0.565,0.024
0.241,0.534
0.409,0.730
0.515,0.162
0.466,0.084
0.053,0.716
1.007,0.602
0.227,0.490
0.205,0.428
0.944,0.523
0.518,0.059
0.954,0.528
0.027,0.784
0.456,0.685
0.068,0.763
0.992,0.573
0.276,0.563
0.441,0.689
0.953,0.552
0.516,0.095
0.096,0.772
0.941,0.542
0.302,0.474
0.039,0.727
0.086,0.759
0.045,0.775
0.529,0.062
0.282,0.527
0.526,0.102
0.113,0.795
0.237,0.475
0.320,0.458
0.073,0.841
0.010,0.823
0.961,0.505
0.278,0.499
0.464,0.754
0.262,0.523
0.223,0.502
0.270,0.477
0.387,0.703
1.008,0.491
1.007,0.548
0.488,0.056
0.439,0.717
0.498,0.056
0.972,0.554
0.304,0.552
0.254,0.496
0.012,0.820
0.320,0.453
0.511,0.079
0.227,0.546
0.984,0.548
0.096,0.798
0.160,0.519
0.072,0.786
0.070,0.756
0.476,0.708
0.154,0.750
0.531,0.050
0.483,0.718
0.367,0.797
0.588,0.138
0.341,0.556
0.390,0.712
0.988,0.554
0.094,0.781
0.500,0.050
0.460,0.749
0.953,0.498
0.983,0.542
0.982,0.568
0.066,0.745
0.559,0.060
0.529,0.057
